person_id,date,position
191,2021-06-06,skip
254,2021-06-06,lead
321,2021-06-07,vice
258,2021-06-07,lead
101,2021-06-07,skip
177,2021-06-07,second
249,2021-06-08,vice
61,2021-06-08,vice
123,2021-06-08,vice
323,2021-06-08,skip
63,2021-06-08,lead
308,2021-06-08,lead
33,2021-06-08,skip
287,2021-06-08,skip
312,2021-06-08,lead
21,2021-06-08,second
117,2021-06-08,second
222,2021-06-08,second
258,2021-06-09,second
285,2021-06-09,skip
231,2021-06-09,vice
321,2021-06-09,vice
192,2021-06-09,second
101,2021-06-09,skip
107,2021-06-09,lead
177,2021-06-09,lead
166,2021-06-10,second
254,2021-06-10,skip
136,2021-06-10,vice
332,2021-06-10,lead
340,2021-06-11,skip
183,2021-06-11,lead
224,2021-06-11,lead
36,2021-06-11,skip
123,2021-06-11,skip
127,2021-06-11,lead
63,2021-06-11,second
151,2021-06-11,second
256,2021-06-11,second
46,2021-06-11,second
353,2021-06-11,vice
109,2021-06-11,vice
305,2021-06-11,vice
33,2021-06-11,vice
26,2021-06-11,skip
164,2021-06-11,lead
172,2021-06-12,lead
66,2021-06-12,skip
348,2021-06-12,vice
336,2021-06-12,second
199,2021-06-14,lead
169,2021-06-14,vice
326,2021-06-14,second
333,2021-06-14,second
65,2021-06-14,vice
154,2021-06-14,second
242,2021-06-14,skip
286,2021-06-14,lead
264,2021-06-14,lead
131,2021-06-14,skip
337,2021-06-14,skip
329,2021-06-14,vice
141,2021-06-14,skip
18,2021-06-14,lead
335,2021-06-14,vice
137,2021-06-14,second
144,2021-06-15,skip
127,2021-06-15,vice
151,2021-06-15,lead
353,2021-06-15,second
259,2021-06-17,vice
182,2021-06-17,second
301,2021-06-17,lead
197,2021-06-17,vice
145,2021-06-17,skip
38,2021-06-17,skip
314,2021-06-17,vice
328,2021-06-17,second
185,2021-06-17,skip
205,2021-06-17,second
331,2021-06-17,lead
234,2021-06-17,lead
207,2021-06-18,lead
118,2021-06-18,second
13,2021-06-18,second
155,2021-06-18,vice
287,2021-06-18,vice
222,2021-06-18,skip
267,2021-06-18,lead
325,2021-06-18,skip
192,2021-06-22,second
101,2021-06-22,second
107,2021-06-22,vice
258,2021-06-22,skip
316,2021-06-22,skip
177,2021-06-22,lead
58,2021-06-22,lead
321,2021-06-22,vice
332,2021-06-23,skip
14,2021-06-23,vice
254,2021-06-23,lead
191,2021-06-23,second
137,2021-06-27,lead
41,2021-06-27,second
168,2021-06-27,lead
157,2021-06-27,second
211,2021-06-27,second
199,2021-06-27,skip
154,2021-06-27,vice
329,2021-06-27,second
217,2021-06-27,lead
154,2021-06-27,vice
168,2021-06-27,lead
174,2021-06-27,skip
286,2021-06-27,vice
9,2021-06-27,vice
245,2021-06-27,skip
108,2021-06-27,skip
197,2021-06-29,skip
210,2021-06-29,lead
234,2021-06-29,vice
138,2021-06-29,second
107,2021-06-30,vice
26,2021-06-30,second
44,2021-06-30,lead
11,2021-06-30,second
169,2021-06-30,second
179,2021-06-30,vice
280,2021-06-30,second
58,2021-06-30,second
337,2021-06-30,skip
89,2021-06-30,skip
235,2021-06-30,vice
326,2021-06-30,vice
233,2021-06-30,lead
316,2021-06-30,lead
18,2021-06-30,lead
231,2021-06-30,skip
90,2021-06-30,skip
256,2021-06-30,vice
305,2021-06-30,skip
224,2021-06-30,lead
92,2021-07-01,vice
178,2021-07-01,lead
89,2021-07-01,lead
312,2021-07-01,lead
352,2021-07-01,vice
188,2021-07-01,vice
24,2021-07-01,second
44,2021-07-01,skip
120,2021-07-01,second
118,2021-07-01,skip
242,2021-07-01,vice
269,2021-07-01,vice
313,2021-07-01,vice
194,2021-07-01,lead
157,2021-07-01,second
9,2021-07-01,skip
249,2021-07-01,second
235,2021-07-01,second
11,2021-07-01,vice
304,2021-07-01,skip
82,2021-07-01,lead
95,2021-07-01,skip
311,2021-07-01,skip
152,2021-07-01,second
277,2021-07-01,lead
65,2021-07-01,second
333,2021-07-01,lead
173,2021-07-01,skip
277,2021-07-02,vice
245,2021-07-02,skip
207,2021-07-02,skip
202,2021-07-02,vice
45,2021-07-02,vice
118,2021-07-02,second
119,2021-07-02,second
251,2021-07-02,second
313,2021-07-02,vice
347,2021-07-02,skip
89,2021-07-02,second
44,2021-07-02,skip
249,2021-07-02,lead
227,2021-07-02,lead
217,2021-07-02,lead
279,2021-07-02,lead
157,2021-07-04,second
277,2021-07-04,skip
245,2021-07-04,lead
217,2021-07-04,vice
145,2021-07-06,skip
234,2021-07-06,second
138,2021-07-06,vice
205,2021-07-06,lead
11,2021-07-09,skip
226,2021-07-09,lead
318,2021-07-09,vice
89,2021-07-09,lead
247,2021-07-09,second
104,2021-07-09,skip
44,2021-07-09,second
45,2021-07-09,vice
287,2021-07-10,lead
228,2021-07-10,second
183,2021-07-10,skip
313,2021-07-10,skip
123,2021-07-10,lead
63,2021-07-10,second
207,2021-07-10,vice
117,2021-07-10,vice
356,2021-07-11,lead
224,2021-07-11,second
343,2021-07-11,second
182,2021-07-11,vice
115,2021-07-11,skip
256,2021-07-11,skip
26,2021-07-11,vice
38,2021-07-11,lead
60,2021-07-13,vice
198,2021-07-13,lead
50,2021-07-13,skip
156,2021-07-13,second
151,2021-07-15,second
111,2021-07-15,skip
353,2021-07-15,lead
127,2021-07-15,vice
111,2021-07-16,skip
353,2021-07-16,lead
144,2021-07-16,vice
151,2021-07-16,second
121,2021-07-16,second
291,2021-07-16,skip
241,2021-07-16,vice
147,2021-07-16,lead
227,2021-07-17,skip
124,2021-07-17,second
347,2021-07-17,lead
119,2021-07-17,vice
62,2021-07-18,skip
197,2021-07-18,vice
145,2021-07-18,second
205,2021-07-18,lead
336,2021-07-19,lead
172,2021-07-19,second
66,2021-07-19,vice
348,2021-07-19,skip
345,2021-07-20,vice
356,2021-07-20,vice
279,2021-07-20,vice
73,2021-07-20,second
11,2021-07-20,second
219,2021-07-20,skip
26,2021-07-20,second
89,2021-07-20,skip
256,2021-07-20,skip
45,2021-07-20,lead
224,2021-07-20,lead
56,2021-07-20,lead
294,2021-07-21,lead
336,2021-07-21,skip
343,2021-07-21,second
353,2021-07-21,vice
301,2021-07-21,lead
144,2021-07-21,second
331,2021-07-21,vice
185,2021-07-21,skip
340,2021-07-21,skip
127,2021-07-21,lead
363,2021-07-21,second
66,2021-07-21,vice
172,2021-07-21,lead
27,2021-07-21,skip
115,2021-07-21,vice
348,2021-07-21,second
117,2021-07-27,second
308,2021-07-27,skip
33,2021-07-27,skip
323,2021-07-27,lead
200,2021-07-27,second
61,2021-07-27,vice
123,2021-07-27,lead
183,2021-07-27,vice
169,2021-07-28,vice
326,2021-07-28,second
337,2021-07-28,lead
314,2021-07-28,skip
115,2021-07-28,lead
182,2021-07-28,second
38,2021-07-28,vice
18,2021-07-28,skip
344,2021-08-02,lead
376,2021-08-02,skip
55,2021-08-02,vice
85,2021-08-02,second
6,2021-08-03,skip
101,2021-08-03,lead
177,2021-08-03,skip
367,2021-08-03,lead
140,2021-08-03,vice
252,2021-08-03,second
258,2021-08-03,vice
244,2021-08-03,vice
321,2021-08-03,second
46,2021-08-03,skip
164,2021-08-03,lead
36,2021-08-03,second
304,2021-08-05,second
152,2021-08-05,skip
92,2021-08-05,vice
194,2021-08-05,lead
371,2021-08-06,second
155,2021-08-06,lead
63,2021-08-06,skip
325,2021-08-06,skip
117,2021-08-06,vice
327,2021-08-06,vice
123,2021-08-06,second
183,2021-08-06,lead
241,2021-08-07,lead
380,2021-08-07,lead
215,2021-08-07,vice
296,2021-08-07,vice
147,2021-08-07,skip
69,2021-08-07,skip
379,2021-08-07,second
78,2021-08-07,second
62,2021-08-08,vice
205,2021-08-08,skip
305,2021-08-08,vice
185,2021-08-08,vice
259,2021-08-08,skip
234,2021-08-08,second
159,2021-08-08,lead
224,2021-08-08,lead
363,2021-08-08,second
210,2021-08-08,lead
356,2021-08-08,skip
256,2021-08-08,second
307,2021-08-09,skip
340,2021-08-09,skip
20,2021-08-09,vice
144,2021-08-09,vice
353,2021-08-09,lead
68,2021-08-09,second
151,2021-08-09,second
372,2021-08-09,lead
50,2021-08-10,second
159,2021-08-10,skip
331,2021-08-10,second
328,2021-08-10,vice
131,2021-08-10,second
156,2021-08-10,vice
174,2021-08-10,lead
211,2021-08-10,skip
60,2021-08-10,skip
363,2021-08-10,lead
137,2021-08-10,vice
198,2021-08-10,lead
78,2021-08-12,skip
296,2021-08-12,second
69,2021-08-12,vice
380,2021-08-12,lead
41,2021-08-12,second
108,2021-08-12,skip
154,2021-08-12,lead
168,2021-08-12,vice
169,2021-08-13,skip
115,2021-08-13,second
18,2021-08-13,second
182,2021-08-13,lead
337,2021-08-13,lead
27,2021-08-13,vice
326,2021-08-13,vice
301,2021-08-13,skip
102,2021-08-14,vice
335,2021-08-14,lead
211,2021-08-14,vice
215,2021-08-14,lead
144,2021-08-14,lead
294,2021-08-14,lead
185,2021-08-14,second
286,2021-08-14,second
353,2021-08-14,second
174,2021-08-14,skip
331,2021-08-14,skip
121,2021-08-14,skip
241,2021-08-14,second
111,2021-08-14,skip
159,2021-08-14,vice
340,2021-08-14,vice
159,2021-08-18,lead
27,2021-08-18,lead
185,2021-08-18,vice
218,2021-08-18,vice
363,2021-08-18,skip
328,2021-08-18,second
38,2021-08-18,second
301,2021-08-18,skip
256,2021-08-20,second
224,2021-08-20,lead
305,2021-08-20,vice
356,2021-08-20,skip
305,2021-08-22,second
26,2021-08-22,lead
224,2021-08-22,vice
356,2021-08-22,skip
353,2021-08-23,lead
340,2021-08-23,skip
111,2021-08-23,second
151,2021-08-23,vice
159,2021-08-25,vice
331,2021-08-25,lead
185,2021-08-25,skip
363,2021-08-25,second
48,2021-08-26,lead
60,2021-08-26,second
198,2021-08-26,vice
156,2021-08-26,skip
63,2021-08-27,skip
123,2021-08-27,second
33,2021-08-27,vice
183,2021-08-27,lead
95,2021-08-28,vice
365,2021-08-28,lead
327,2021-08-28,vice
371,2021-08-28,lead
325,2021-08-28,skip
13,2021-08-28,second
24,2021-08-28,skip
176,2021-08-28,second
92,2021-08-29,lead
141,2021-08-29,lead
199,2021-08-29,second
168,2021-08-29,skip
194,2021-08-29,skip
329,2021-08-29,vice
152,2021-08-29,second
304,2021-08-29,vice
62,2021-08-30,lead
365,2021-08-30,second
352,2021-08-30,lead
392,2021-08-30,skip
138,2021-08-30,skip
145,2021-08-30,second
197,2021-08-30,vice
95,2021-08-30,vice
311,2021-09-01,second
144,2021-09-01,second
111,2021-09-01,vice
264,2021-09-01,vice
151,2021-09-01,skip
242,2021-09-01,lead
333,2021-09-01,skip
340,2021-09-01,lead
267,2021-09-02,vice
120,2021-09-02,vice
370,2021-09-02,lead
327,2021-09-02,skip
155,2021-09-02,second
173,2021-09-02,second
13,2021-09-02,lead
329,2021-09-02,second
154,2021-09-02,skip
96,2021-09-02,skip
386,2021-09-02,vice
199,2021-09-02,lead
194,2021-09-07,second
152,2021-09-07,lead
304,2021-09-07,skip
372,2021-09-07,lead
92,2021-09-07,vice
258,2021-09-07,second
307,2021-09-07,second
68,2021-09-07,skip
322,2021-09-07,lead
177,2021-09-07,skip
321,2021-09-07,lead
149,2021-09-07,second
20,2021-09-07,vice
190,2021-09-07,skip
364,2021-09-07,vice
101,2021-09-07,vice
351,2021-09-09,lead
390,2021-09-09,skip
265,2021-09-09,second
393,2021-09-09,vice
245,2021-09-13,lead
251,2021-09-13,vice
277,2021-09-13,skip
157,2021-09-13,second
169,2021-09-15,second
337,2021-09-15,lead
18,2021-09-15,vice
326,2021-09-15,skip
224,2021-09-16,vice
256,2021-09-16,skip
356,2021-09-16,lead
318,2021-09-16,second
247,2021-09-16,vice
305,2021-09-16,second
104,2021-09-16,lead
201,2021-09-16,skip
192,2021-09-17,lead
166,2021-09-17,skip
111,2021-09-17,skip
127,2021-09-17,vice
231,2021-09-17,second
280,2021-09-17,second
14,2021-09-17,second
254,2021-09-17,vice
136,2021-09-17,lead
179,2021-09-17,skip
285,2021-09-17,skip
233,2021-09-17,lead
151,2021-09-17,second
260,2021-09-17,vice
400,2021-09-17,lead
58,2021-09-17,vice
307,2021-09-19,lead
20,2021-09-19,vice
55,2021-09-19,skip
344,2021-09-19,lead
85,2021-09-19,vice
372,2021-09-19,skip
68,2021-09-19,second
376,2021-09-19,second
230,2021-09-20,second
351,2021-09-20,lead
376,2021-09-20,vice
137,2021-09-20,skip
62,2021-09-20,lead
211,2021-09-20,lead
210,2021-09-20,second
390,2021-09-20,skip
174,2021-09-20,vice
65,2021-09-20,second
364,2021-09-20,vice
131,2021-09-20,second
349,2021-09-20,skip
197,2021-09-20,vice
299,2021-09-20,second
393,2021-09-20,vice
265,2021-09-20,second
333,2021-09-20,lead
190,2021-09-20,lead
401,2021-09-20,lead
242,2021-09-20,skip
311,2021-09-20,vice
55,2021-09-20,skip
205,2021-09-20,skip
177,2021-09-21,second
321,2021-09-21,lead
101,2021-09-21,skip
258,2021-09-21,vice
46,2021-09-23,skip
140,2021-09-23,vice
36,2021-09-23,second
221,2021-09-23,lead
123,2021-09-26,lead
63,2021-09-26,second
68,2021-09-26,vice
33,2021-09-26,vice
20,2021-09-26,second
307,2021-09-26,lead
183,2021-09-26,skip
372,2021-09-26,skip
14,2021-09-27,skip
332,2021-09-27,vice
191,2021-09-27,second
254,2021-09-27,lead
210,2021-09-28,lead
197,2021-09-28,vice
234,2021-09-28,second
205,2021-09-28,skip
13,2021-09-29,lead
18,2021-09-29,lead
326,2021-09-29,second
62,2021-09-29,vice
210,2021-09-29,skip
325,2021-09-29,vice
138,2021-09-29,second
169,2021-09-29,vice
337,2021-09-29,skip
327,2021-09-29,second
234,2021-09-29,lead
267,2021-09-29,skip
174,2021-09-30,second
131,2021-09-30,vice
147,2021-09-30,skip
241,2021-09-30,vice
121,2021-09-30,lead
137,2021-09-30,skip
211,2021-09-30,lead
215,2021-09-30,second
36,2021-10-01,lead
387,2021-10-01,vice
140,2021-10-01,second
285,2021-10-01,skip
164,2021-10-01,skip
231,2021-10-01,second
192,2021-10-01,vice
58,2021-10-01,lead
197,2021-10-04,vice
205,2021-10-04,second
145,2021-10-04,lead
62,2021-10-04,skip
326,2021-10-05,vice
147,2021-10-05,skip
379,2021-10-05,second
121,2021-10-05,lead
393,2021-10-05,vice
337,2021-10-05,skip
390,2021-10-05,lead
169,2021-10-05,second
18,2021-10-05,lead
241,2021-10-05,vice
351,2021-10-05,skip
265,2021-10-05,second
347,2021-10-07,second
313,2021-10-07,vice
312,2021-10-07,lead
227,2021-10-07,vice
119,2021-10-07,lead
124,2021-10-07,skip
207,2021-10-07,skip
287,2021-10-07,second
191,2021-10-08,skip
136,2021-10-08,vice
254,2021-10-08,second
114,2021-10-08,lead
6,2021-10-09,vice
367,2021-10-09,second
252,2021-10-09,skip
399,2021-10-09,lead
156,2021-10-10,skip
60,2021-10-10,lead
48,2021-10-10,vice
198,2021-10-10,second
190,2021-10-11,skip
403,2021-10-11,vice
230,2021-10-11,lead
177,2021-10-11,vice
285,2021-10-11,lead
101,2021-10-11,skip
372,2021-10-11,lead
349,2021-10-11,skip
258,2021-10-11,lead
68,2021-10-11,second
192,2021-10-11,skip
321,2021-10-11,second
58,2021-10-11,second
20,2021-10-11,vice
121,2021-10-11,second
322,2021-10-11,vice
149,2021-10-11,second
379,2021-10-11,lead
102,2021-10-11,skip
307,2021-10-11,skip
231,2021-10-11,vice
241,2021-10-11,vice
349,2021-10-11,second
190,2021-10-11,lead
42,2021-10-13,lead
245,2021-10-13,lead
409,2021-10-13,skip
251,2021-10-13,vice
220,2021-10-13,vice
395,2021-10-13,second
277,2021-10-13,second
157,2021-10-13,skip
402,2021-10-14,skip
394,2021-10-14,second
169,2021-10-14,vice
224,2021-10-14,vice
88,2021-10-14,vice
5,2021-10-14,second
18,2021-10-14,lead
326,2021-10-14,skip
90,2021-10-14,lead
356,2021-10-14,lead
260,2021-10-14,skip
214,2021-10-14,lead
337,2021-10-14,second
26,2021-10-14,skip
233,2021-10-14,vice
256,2021-10-14,second
50,2021-10-15,skip
48,2021-10-15,vice
198,2021-10-15,lead
60,2021-10-15,second
198,2021-10-16,vice
156,2021-10-16,lead
48,2021-10-16,second
50,2021-10-16,skip
101,2021-10-19,second
114,2021-10-19,lead
321,2021-10-19,vice
177,2021-10-19,skip
258,2021-10-19,lead
14,2021-10-19,second
166,2021-10-19,vice
332,2021-10-19,skip
137,2021-10-20,skip
211,2021-10-20,second
131,2021-10-20,vice
174,2021-10-20,lead
372,2021-10-22,vice
307,2021-10-22,skip
20,2021-10-22,second
68,2021-10-22,lead
48,2021-10-23,vice
156,2021-10-23,lead
198,2021-10-23,second
50,2021-10-23,skip
333,2021-10-24,second
152,2021-10-24,skip
92,2021-10-24,second
311,2021-10-24,vice
264,2021-10-24,skip
304,2021-10-24,lead
242,2021-10-24,lead
194,2021-10-24,vice
351,2021-10-25,vice
235,2021-10-25,second
390,2021-10-25,second
114,2021-10-25,vice
414,2021-10-25,skip
11,2021-10-25,skip
191,2021-10-25,lead
393,2021-10-25,skip
136,2021-10-25,second
89,2021-10-25,vice
44,2021-10-25,lead
265,2021-10-25,lead
407,2021-10-27,vice
259,2021-10-27,second
185,2021-10-27,skip
72,2021-10-27,lead
102,2021-10-28,lead
379,2021-10-28,skip
241,2021-10-28,second
215,2021-10-28,vice
219,2021-10-28,second
384,2021-10-28,skip
56,2021-10-28,vice
345,2021-10-28,lead
202,2021-10-29,lead
356,2021-10-29,lead
26,2021-10-29,skip
124,2021-10-29,skip
227,2021-10-29,second
256,2021-10-29,vice
119,2021-10-29,vice
224,2021-10-29,second
142,2021-10-30,lead
327,2021-10-30,skip
325,2021-10-30,vice
267,2021-10-30,second
155,2021-10-31,skip
325,2021-10-31,vice
267,2021-10-31,lead
142,2021-10-31,second
258,2021-11-01,second
192,2021-11-01,second
285,2021-11-01,lead
58,2021-11-01,vice
177,2021-11-01,vice
101,2021-11-01,skip
231,2021-11-01,skip
321,2021-11-01,lead
352,2021-11-02,lead
392,2021-11-02,skip
176,2021-11-02,vice
409,2021-11-02,lead
395,2021-11-02,skip
220,2021-11-02,vice
233,2021-11-02,skip
24,2021-11-02,second
394,2021-11-02,lead
260,2021-11-02,second
280,2021-11-02,vice
42,2021-11-02,second
177,2021-11-03,skip
321,2021-11-03,second
258,2021-11-03,vice
101,2021-11-03,lead
214,2021-11-04,lead
5,2021-11-04,vice
286,2021-11-04,vice
409,2021-11-04,vice
335,2021-11-04,second
88,2021-11-04,second
42,2021-11-04,lead
131,2021-11-04,lead
211,2021-11-04,skip
395,2021-11-04,skip
381,2021-11-04,skip
220,2021-11-04,second
407,2021-11-05,vice
245,2021-11-05,skip
26,2021-11-05,skip
224,2021-11-05,vice
380,2021-11-05,skip
72,2021-11-05,skip
398,2021-11-05,lead
305,2021-11-05,second
159,2021-11-05,second
157,2021-11-05,lead
356,2021-11-05,lead
296,2021-11-05,second
69,2021-11-05,lead
217,2021-11-05,vice
277,2021-11-05,second
78,2021-11-05,vice
26,2021-11-09,vice
356,2021-11-09,second
224,2021-11-09,lead
305,2021-11-09,skip
287,2021-11-11,vice
222,2021-11-11,second
202,2021-11-11,second
313,2021-11-11,skip
124,2021-11-11,skip
228,2021-11-11,lead
347,2021-11-11,lead
227,2021-11-11,vice
13,2021-11-12,skip
155,2021-11-12,vice
422,2021-11-12,lead
327,2021-11-12,second
333,2021-11-13,second
397,2021-11-13,vice
194,2021-11-13,skip
92,2021-11-13,vice
264,2021-11-13,lead
415,2021-11-13,lead
304,2021-11-13,second
311,2021-11-13,skip
140,2021-11-14,vice
425,2021-11-14,lead
46,2021-11-14,skip
164,2021-11-14,second
219,2021-11-15,skip
233,2021-11-15,second
384,2021-11-15,lead
90,2021-11-15,vice
394,2021-11-15,lead
73,2021-11-15,vice
345,2021-11-15,second
280,2021-11-15,skip
345,2021-11-16,skip
56,2021-11-16,lead
73,2021-11-16,vice
219,2021-11-16,second
90,2021-11-17,skip
394,2021-11-17,vice
258,2021-11-17,skip
321,2021-11-17,second
260,2021-11-17,second
101,2021-11-17,vice
177,2021-11-17,lead
233,2021-11-17,lead
263,2021-11-18,second
66,2021-11-18,skip
336,2021-11-18,lead
348,2021-11-18,second
44,2021-11-18,lead
143,2021-11-18,skip
45,2021-11-18,vice
11,2021-11-18,skip
427,2021-11-18,vice
29,2021-11-18,lead
235,2021-11-18,second
172,2021-11-18,vice
202,2021-11-20,skip
242,2021-11-20,second
264,2021-11-20,lead
311,2021-11-20,skip
124,2021-11-20,vice
111,2021-11-20,lead
227,2021-11-20,second
144,2021-11-20,skip
151,2021-11-20,vice
127,2021-11-20,second
65,2021-11-20,vice
119,2021-11-20,lead
388,2021-11-22,vice
136,2021-11-22,skip
419,2021-11-22,vice
14,2021-11-22,vice
267,2021-11-22,vice
414,2021-11-22,lead
424,2021-11-22,second
18,2021-11-22,skip
13,2021-11-22,lead
155,2021-11-22,skip
327,2021-11-22,second
169,2021-11-22,second
326,2021-11-22,lead
35,2021-11-22,lead
332,2021-11-22,second
338,2021-11-22,skip
394,2021-11-23,lead
335,2021-11-23,vice
188,2021-11-23,vice
280,2021-11-23,second
267,2021-11-23,vice
325,2021-11-23,second
260,2021-11-23,skip
131,2021-11-23,skip
173,2021-11-23,lead
286,2021-11-23,lead
90,2021-11-23,vice
422,2021-11-23,skip
327,2021-11-23,lead
178,2021-11-23,skip
120,2021-11-23,second
137,2021-11-23,second
68,2021-11-24,vice
265,2021-11-24,skip
372,2021-11-24,skip
307,2021-11-24,second
20,2021-11-24,lead
351,2021-11-24,second
390,2021-11-24,vice
393,2021-11-24,lead
18,2021-11-26,skip
337,2021-11-26,second
326,2021-11-26,vice
419,2021-11-26,lead
231,2021-11-27,lead
58,2021-11-27,skip
285,2021-11-27,vice
192,2021-11-27,second
294,2021-11-28,skip
363,2021-11-28,vice
90,2021-11-28,lead
407,2021-11-28,second
410,2021-11-28,second
260,2021-11-28,vice
343,2021-11-28,lead
72,2021-11-28,lead
233,2021-11-28,second
38,2021-11-28,skip
182,2021-11-28,vice
280,2021-11-28,skip
321,2021-11-29,second
258,2021-11-29,lead
46,2021-11-29,second
387,2021-11-29,vice
177,2021-11-29,vice
221,2021-11-29,skip
101,2021-11-29,skip
36,2021-11-29,lead
305,2021-11-30,lead
427,2021-11-30,lead
256,2021-11-30,second
356,2021-11-30,vice
65,2021-11-30,lead
224,2021-11-30,skip
29,2021-11-30,second
397,2021-11-30,skip
143,2021-11-30,skip
263,2021-11-30,vice
264,2021-11-30,vice
428,2021-11-30,second
311,2021-11-30,second
180,2021-11-30,skip
91,2021-11-30,vice
433,2021-11-30,lead
256,2021-12-01,second
435,2021-12-01,vice
356,2021-12-01,lead
69,2021-12-01,lead
380,2021-12-01,second
26,2021-12-01,vice
296,2021-12-01,skip
305,2021-12-01,skip
338,2021-12-03,skip
424,2021-12-03,vice
35,2021-12-03,lead
388,2021-12-03,second
102,2021-12-04,lead
215,2021-12-04,second
379,2021-12-04,skip
291,2021-12-04,vice
21,2021-12-05,skip
151,2021-12-05,vice
379,2021-12-05,vice
61,2021-12-05,second
358,2021-12-05,lead
353,2021-12-05,second
144,2021-12-05,lead
147,2021-12-05,lead
241,2021-12-05,skip
400,2021-12-05,skip
291,2021-12-05,second
308,2021-12-05,vice
227,2021-12-06,skip
308,2021-12-06,vice
382,2021-12-06,skip
202,2021-12-06,vice
388,2021-12-06,vice
397,2021-12-06,second
21,2021-12-06,second
311,2021-12-06,skip
430,2021-12-06,lead
424,2021-12-06,skip
124,2021-12-06,second
65,2021-12-06,vice
338,2021-12-06,lead
35,2021-12-06,second
200,2021-12-06,lead
436,2021-12-06,lead
347,2021-12-07,skip
409,2021-12-07,lead
45,2021-12-07,skip
89,2021-12-07,vice
235,2021-12-07,lead
395,2021-12-07,second
220,2021-12-07,vice
430,2021-12-07,lead
11,2021-12-07,second
227,2021-12-07,second
124,2021-12-07,vice
42,2021-12-07,skip
89,2021-12-08,skip
11,2021-12-08,lead
44,2021-12-08,second
235,2021-12-08,vice
439,2021-12-08,vice
393,2021-12-08,lead
265,2021-12-08,second
421,2021-12-08,skip
410,2021-12-10,lead
347,2021-12-10,lead
124,2021-12-10,skip
301,2021-12-10,second
343,2021-12-10,vice
119,2021-12-10,vice
38,2021-12-10,skip
430,2021-12-10,second
393,2021-12-12,lead
224,2021-12-12,skip
400,2021-12-12,vice
26,2021-12-12,vice
121,2021-12-12,lead
265,2021-12-12,skip
20,2021-12-12,skip
215,2021-12-12,vice
151,2021-12-12,lead
68,2021-12-12,lead
421,2021-12-12,second
147,2021-12-12,skip
241,2021-12-12,second
353,2021-12-12,skip
305,2021-12-12,lead
372,2021-12-12,vice
351,2021-12-12,vice
256,2021-12-12,second
307,2021-12-12,second
144,2021-12-12,second
382,2021-12-14,second
66,2021-12-14,lead
21,2021-12-14,lead
28,2021-12-14,vice
61,2021-12-14,skip
172,2021-12-14,skip
336,2021-12-14,second
358,2021-12-14,vice
68,2021-12-17,lead
35,2021-12-17,vice
424,2021-12-17,lead
338,2021-12-17,second
388,2021-12-17,skip
372,2021-12-17,vice
307,2021-12-17,second
20,2021-12-17,skip
89,2021-12-19,vice
63,2021-12-19,skip
11,2021-12-19,skip
90,2021-12-19,lead
45,2021-12-19,lead
233,2021-12-19,skip
33,2021-12-19,second
123,2021-12-19,vice
280,2021-12-19,vice
183,2021-12-19,lead
235,2021-12-19,second
260,2021-12-19,second
156,2021-12-20,second
198,2021-12-20,skip
60,2021-12-20,lead
50,2021-12-20,vice
205,2021-12-22,second
42,2021-12-22,skip
395,2021-12-22,second
367,2021-12-22,vice
234,2021-12-22,vice
409,2021-12-22,vice
6,2021-12-22,second
298,2021-12-22,lead
220,2021-12-22,lead
244,2021-12-22,skip
252,2021-12-22,lead
197,2021-12-22,skip
48,2021-12-23,second
168,2021-12-23,second
141,2021-12-23,lead
156,2021-12-23,vice
386,2021-12-23,skip
50,2021-12-23,skip
60,2021-12-23,lead
108,2021-12-23,vice
48,2021-12-24,second
199,2021-12-24,skip
198,2021-12-24,vice
154,2021-12-24,vice
108,2021-12-24,second
156,2021-12-24,skip
329,2021-12-24,lead
50,2021-12-24,lead
381,2021-12-25,second
48,2021-12-25,second
198,2021-12-25,lead
50,2021-12-25,skip
5,2021-12-25,skip
156,2021-12-25,vice
402,2021-12-25,lead
88,2021-12-25,vice
58,2021-12-27,skip
344,2021-12-27,second
376,2021-12-27,skip
231,2021-12-27,second
327,2021-12-27,lead
285,2021-12-27,lead
155,2021-12-27,second
192,2021-12-27,vice
422,2021-12-27,vice
325,2021-12-27,skip
418,2021-12-27,lead
85,2021-12-27,vice
177,2021-12-28,skip
440,2021-12-28,second
117,2021-12-28,lead
258,2021-12-28,vice
277,2021-12-28,skip
63,2021-12-28,skip
447,2021-12-28,lead
20,2021-12-28,vice
101,2021-12-28,second
183,2021-12-28,vice
68,2021-12-28,lead
245,2021-12-28,vice
372,2021-12-28,second
412,2021-12-28,second
157,2021-12-28,lead
307,2021-12-28,skip
415,2021-12-30,skip
152,2021-12-30,second
345,2021-12-30,second
194,2021-12-30,lead
219,2021-12-30,lead
92,2021-12-30,vice
73,2021-12-30,vice
56,2021-12-30,skip
221,2021-12-31,lead
358,2021-12-31,vice
422,2021-12-31,vice
164,2021-12-31,skip
319,2021-12-31,skip
308,2021-12-31,second
323,2021-12-31,lead
142,2021-12-31,second
140,2021-12-31,vice
13,2021-12-31,lead
425,2021-12-31,second
371,2021-12-31,skip
244,2022-01-02,skip
6,2022-01-02,vice
252,2022-01-02,lead
399,2022-01-02,second
329,2022-01-03,vice
319,2022-01-03,skip
382,2022-01-03,lead
453,2022-01-03,second
332,2022-01-03,second
323,2022-01-03,vice
199,2022-01-03,skip
305,2022-01-03,second
